"","ID","Name","Timestamp","Sender","Event Type","Battery","Impacts","Temp (f)","Light (Im)","Distance (m)","Latitude","Longitude","GPS Fix","Received","Address","Altitude"
"","357591080396101","18034745","2018-08-17 4:05:36 pm","18034745","UPDATE","3.62","0","82.02","0","0","35.295536","-120.66646","Valid(1)","2018-08-17 4:06:01 pm","","0"
"","357591080396101","18034745","2018-08-17 4:00:03 pm","18034745","UPDATE","3.61","0","82.08","0","0","35.295753","-120.66653","Valid(1)","2018-08-17 4:00:31 pm","","0"
"","357591080396101","18034745","2018-08-17 3:54:30 pm","18034745","UPDATE","3.61","0","82.09","0","0","35.295647","-120.66647","Valid(1)","2018-08-17 3:54:57 pm","","0"
"","357591080396101","18034745","2018-08-17 3:48:49 pm","18034745","UPDATE","3.6","0","82.09","0","0","35.29534","-120.66639","Valid(1)","2018-08-17 3:49:24 pm","","0"
"","357591080396101","18034745","2018-08-17 3:42:45 pm","18034745","UPDATE","3.6","0","81.93","0","0","35.295574","-120.6665","Valid(1)","2018-08-17 3:49:24 pm","","0"
"","357591080396101","18034745","2018-08-17 3:37:04 pm","18034745","UPDATE","3.6","0","81.86","0","0","35.295475","-120.6664","Valid(1)","2018-08-17 3:37:43 pm","","0"
"","357591080396101","18034745","2018-08-17 3:31:30 pm","18034745","UPDATE","3.61","0","81.72","0","0","35.29559","-120.66641","Valid(1)","2018-08-17 3:32:02 pm","","0"
"","357591080396101","18034745","2018-08-17 3:25:58 pm","18034745","UPDATE","3.61","0","81.66","0","0","35.295544","-120.6665","Valid(1)","2018-08-17 3:26:28 pm","","0"
"","357591080396101","18034745","2018-08-17 3:20:27 pm","18034745","UPDATE","3.61","0","81.57","0","0","35.29571","-120.66632","Valid(1)","2018-08-17 3:20:55 pm","","0"
"","357591080396101","18034745","2018-08-17 3:14:55 pm","18034745","UPDATE","3.61","0","81.50","0","0","35.295635","-120.66648","Valid(1)","2018-08-17 3:15:24 pm","","0"
"","357591080396101","18034745","2018-08-17 3:09:22 pm","18034745","UPDATE","3.61","0","81.39","0","0","35.295696","-120.66641","Valid(1)","2018-08-17 3:09:52 pm","","0"
"","357591080396101","18034745","2018-08-17 3:03:51 pm","18034745","UPDATE","3.62","0","81.34","0","0","35.29544","-120.66661","Valid(1)","2018-08-17 3:04:19 pm","","0"
"","357591080396101","18034745","2018-08-17 2:57:57 pm","18034745","UPDATE","3.59","0","81.27","0","0","35.295586","-120.66649","Valid(1)","2018-08-17 2:58:48 pm","","0"
"","357591080396101","18034745","2018-08-17 2:52:19 pm","18034745","UPDATE","3.6","0","81.10","0","0","35.295605","-120.66636","Valid(1)","2018-08-17 2:52:54 pm","","0"
"","357591080396101","18034745","2018-08-17 2:46:39 pm","18034745","UPDATE","3.6","0","81.00","0","0","35.29602","-120.66626","Valid(1)","2018-08-17 2:47:16 pm","","0"
"","357591080396101","18034745","2018-08-17 2:41:06 pm","18034745","UPDATE","3.61","0","80.85","0","0","35.29569","-120.66639","Valid(1)","2018-08-17 2:41:36 pm","","0"
"","357591080396101","18034745","2018-08-17 2:35:35 pm","18034745","UPDATE","3.61","0","80.69","0","0","35.295685","-120.66616","Valid(1)","2018-08-17 2:36:03 pm","","0"
"","357591080396101","18034745","2018-08-17 2:29:59 pm","18034745","UPDATE","3.6","0","80.56","0","0","35.29562","-120.66659","Valid(1)","2018-08-17 2:30:32 pm","","0"
"","357591080396101","18034745","2018-08-17 2:24:26 pm","18034745","UPDATE","3.61","0","80.44","0","0","35.295586","-120.66651","Valid(1)","2018-08-17 2:24:55 pm","","0"
"","357591080396101","18034745","2018-08-17 2:18:52 pm","18034745","UPDATE","3.61","0","80.28","0","0","35.295635","-120.66651","Valid(1)","2018-08-17 2:19:22 pm","","0"
"","357591080396101","18034745","2018-08-17 2:13:15 pm","18034745","UPDATE","3.6","0","80.15","0","0","35.29554","-120.66647","Valid(1)","2018-08-17 2:13:48 pm","","0"
"","357591080396101","18034745","2018-08-17 2:07:38 pm","18034745","UPDATE","3.6","0","79.99","0","0","35.295467","-120.66642","Valid(1)","2018-08-17 2:08:11 pm","","0"
"","357591080396101","18034745","2018-08-17 2:02:01 pm","18034745","UPDATE","3.6","0","79.84","0","0","35.29559","-120.66651","Valid(1)","2018-08-17 2:02:34 pm","","0"
"","357591080396101","18034745","2018-08-17 1:56:18 pm","18034745","UPDATE","3.6","0","79.72","0","0","35.295547","-120.66647","Valid(1)","2018-08-17 1:56:57 pm","","0"
"","357591080396101","18034745","2018-08-17 1:50:40 pm","18034745","UPDATE","3.6","0","79.61","0","0","35.295597","-120.66651","Valid(1)","2018-08-17 1:51:14 pm","","0"
"","357591080396101","18034745","2018-08-17 1:44:56 pm","18034745","UPDATE","3.59","0","79.52","0","0","35.295567","-120.66639","Valid(1)","2018-08-17 1:45:36 pm","","0"
"","357591080396101","18034745","2018-08-17 1:39:22 pm","18034745","UPDATE","3.61","0","79.45","0","0","35.295616","-120.66649","Valid(1)","2018-08-17 1:39:52 pm","","0"
